data,rodada,mandante,visitante,gols_mandante,gols_visitante,competicao
2017-08-06,19,Gremio,Atletico-MG,2,0,Brasileirao Serie A 2017
2017-08-06,19,Palmeiras,Athletico-PR,0,1,Brasileirao Serie A 2017
2017-08-06,19,Ponte Preta,Vasco,0,0,Brasileirao Serie A 2017
2017-08-09,17,Ponte Preta,Fluminense,0,0,Brasileirao Serie A 2017
2017-08-12,20,Atletico-GO,Coritiba,1,0,Brasileirao Serie A 2017
2017-08-12,20,Vitoria,Avai,0,1,Brasileirao Serie A 2017
2017-08-13,20,Athletico-PR,Bahia,4,1,Brasileirao Serie A 2017
2017-08-13,20,Atletico-MG,Flamengo,2,0,Brasileirao Serie A 2017
2017-08-13,20,Botafogo-RJ,Gremio,1,0,Brasileirao Serie A 2017
2017-08-13,20,Sao Paulo,Cruzeiro,3,2,Brasileirao Serie A 2017
2017-08-13,20,Sport,Ponte Preta,0,0,Brasileirao Serie A 2017
2017-08-13,20,Vasco,Palmeiras,1,1,Brasileirao Serie A 2017
2017-08-14,20,Santos,Fluminense,0,0,Brasileirao Serie A 2017
2017-08-19,21,Corinthians,Vitoria,0,1,Brasileirao Serie A 2017
2017-08-19,21,Flamengo,Atletico-GO,2,0,Brasileirao Serie A 2017
2017-08-20,21,Avai,Sao Paulo,1,1,Brasileirao Serie A 2017
2017-08-20,21,Bahia,Vasco,3,0,Brasileirao Serie A 2017
2017-08-20,21,Coritiba,Santos,0,0,Brasileirao Serie A 2017
2017-08-20,21,Cruzeiro,Sport,2,0,Brasileirao Serie A 2017
2017-08-20,21,Gremio,Athletico-PR,0,0,Brasileirao Serie A 2017
2017-08-20,21,Palmeiras,Chapecoense,0,2,Brasileirao Serie A 2017
2017-08-20,21,Ponte Preta,Botafogo-RJ,2,1,Brasileirao Serie A 2017
2017-08-21,21,Fluminense,Atletico-MG,2,1,Brasileirao Serie A 2017
2017-08-23,20,Chapecoense,Corinthians,0,1,Brasileirao Serie A 2017
2017-08-26,22,Corinthians,Atletico-GO,0,1,Brasileirao Serie A 2017
2017-08-26,22,Fluminense,Vasco,0,1,Brasileirao Serie A 2017
2017-08-27,22,Avai,Chapecoense,1,0,Brasileirao Serie A 2017
2017-08-27,22,Bahia,Botafogo-RJ,1,2,Brasileirao Serie A 2017
2017-08-27,22,Cruzeiro,Santos,1,1,Brasileirao Serie A 2017
2017-08-27,22,Flamengo,Athletico-PR,2,0,Brasileirao Serie A 2017
2017-08-27,22,Palmeiras,Sao Paulo,4,2,Brasileirao Serie A 2017
2017-08-27,22,Ponte Preta,Atletico-MG,1,2,Brasileirao Serie A 2017
2017-08-28,22,Coritiba,Vitoria,0,1,Brasileirao Serie A 2017
2017-09-02,22,Gremio,Sport,5,0,Brasileirao Serie A 2017
2017-09-09,23,Atletico-MG,Palmeiras,1,1,Brasileirao Serie A 2017
2017-09-09,23,Sao Paulo,Ponte Preta,2,2,Brasileirao Serie A 2017
2017-09-09,23,Vasco,Gremio,1,0,Brasileirao Serie A 2017
2017-09-10,23,Athletico-PR,Coritiba,1,1,Brasileirao Serie A 2017
2017-09-10,23,Botafogo-RJ,Flamengo,2,0,Brasileirao Serie A 2017
2017-09-10,23,Chapecoense,Cruzeiro,1,2,Brasileirao Serie A 2017
2017-09-10,23,Santos,Corinthians,2,0,Brasileirao Serie A 2017
2017-09-10,23,Sport,Avai,0,1,Brasileirao Serie A 2017
2017-09-10,23,Vitoria,Fluminense,2,2,Brasileirao Serie A 2017
2017-09-11,23,Atletico-GO,Bahia,1,1,Brasileirao Serie A 2017
2017-09-16,24,Botafogo-RJ,Santos,2,0,Brasileirao Serie A 2017
2017-09-16,24,Ponte Preta,Atletico-GO,1,3,Brasileirao Serie A 2017
2017-09-17,24,Athletico-PR,Fluminense,3,1,Brasileirao Serie A 2017
2017-09-17,24,Avai,Atletico-MG,1,1,Brasileirao Serie A 2017
2017-09-17,24,Corinthians,Vasco,1,0,Brasileirao Serie A 2017
2017-09-17,24,Cruzeiro,Bahia,1,0,Brasileirao Serie A 2017
2017-09-17,24,Flamengo,Sport,2,0,Brasileirao Serie A 2017
2017-09-17,24,Gremio,Chapecoense,0,1,Brasileirao Serie A 2017
2017-09-17,24,Vitoria,Sao Paulo,1,2,Brasileirao Serie A 2017
2017-09-18,24,Palmeiras,Coritiba,1,0,Brasileirao Serie A 2017
2017-09-23,25,Flamengo,Avai,1,1,Brasileirao Serie A 2017
2017-09-23,25,Santos,Athletico-PR,1,0,Brasileirao Serie A 2017
2017-09-24,25,Atletico-GO,Cruzeiro,1,2,Brasileirao Serie A 2017
2017-09-24,25,Atletico-MG,Vitoria,1,3,Brasileirao Serie A 2017
2017-09-24,25,Bahia,Gremio,1,0,Brasileirao Serie A 2017
2017-09-24,25,Chapecoense,Ponte Preta,1,0,Brasileirao Serie A 2017
2017-09-24,25,Coritiba,Botafogo-RJ,2,3,Brasileirao Serie A 2017
2017-09-24,25,Fluminense,Palmeiras,0,1,Brasileirao Serie A 2017
2017-09-24,25,Sao Paulo,Corinthians,1,1,Brasileirao Serie A 2017
2017-09-25,25,Sport,Vasco,1,1,Brasileirao Serie A 2017
2017-09-30,26,Bahia,Coritiba,1,1,Brasileirao Serie A 2017
2017-09-30,26,Palmeiras,Santos,0,1,Brasileirao Serie A 2017
2017-09-30,26,Vasco,Chapecoense,1,1,Brasileirao Serie A 2017
2017-10-01,26,Athletico-PR,Atletico-MG,0,2,Brasileirao Serie A 2017
2017-10-01,26,Avai,Atletico-GO,0,2,Brasileirao Serie A 2017
2017-10-01,26,Botafogo-RJ,Vitoria,2,3,Brasileirao Serie A 2017
2017-10-01,26,Cruzeiro,Corinthians,1,1,Brasileirao Serie A 2017
2017-10-01,26,Gremio,Fluminense,1,0,Brasileirao Serie A 2017
2017-10-01,26,Sao Paulo,Sport,1,0,Brasileirao Serie A 2017
2017-10-02,26,Ponte Preta,Flamengo,1,0,Brasileirao Serie A 2017
2017-10-07,28,Cruzeiro,Ponte Preta,2,1,Brasileirao Serie A 2017
2017-10-11,27,Athletico-PR,Atletico-GO,2,2,Brasileirao Serie A 2017
2017-10-11,27,Atletico-MG,Sao Paulo,1,0,Brasileirao Serie A 2017
2017-10-11,27,Avai,Vasco,1,2,Brasileirao Serie A 2017
2017-10-11,27,Botafogo-RJ,Chapecoense,2,1,Brasileirao Serie A 2017
2017-10-11,27,Corinthians,Coritiba,3,1,Brasileirao Serie A 2017
2017-10-11,27,Gremio,Cruzeiro,0,1,Brasileirao Serie A 2017
2017-10-12,27,Flamengo,Fluminense,1,1,Brasileirao Serie A 2017
2017-10-12,27,Palmeiras,Bahia,2,2,Brasileirao Serie A 2017
2017-10-12,27,Ponte Preta,Santos,1,1,Brasileirao Serie A 2017
2017-10-12,27,Vitoria,Sport,1,2,Brasileirao Serie A 2017
2017-10-14,28,Sao Paulo,Athletico-PR,2,1,Brasileirao Serie A 2017
2017-10-14,28,Vasco,Botafogo-RJ,1,0,Brasileirao Serie A 2017
2017-10-15,28,Atletico-GO,Palmeiras,1,3,Brasileirao Serie A 2017
2017-10-15,28,Bahia,Corinthians,2,0,Brasileirao Serie A 2017
2017-10-15,28,Chapecoense,Flamengo,0,1,Brasileirao Serie A 2017
2017-10-15,28,Coritiba,Gremio,0,1,Brasileirao Serie A 2017
2017-10-15,28,Fluminense,Avai,1,0,Brasileirao Serie A 2017
2017-10-15,28,Sport,Atletico-MG,1,1,Brasileirao Serie A 2017
2017-10-16,28,Santos,Vitoria,2,2,Brasileirao Serie A 2017
2017-10-18,29,Atletico-GO,Vasco,0,1,Brasileirao Serie A 2017
2017-10-18,29,Atletico-MG,Chapecoense,2,3,Brasileirao Serie A 2017
2017-10-18,29,Avai,Botafogo-RJ,1,1,Brasileirao Serie A 2017
2017-10-18,29,Corinthians,Gremio,0,0,Brasileirao Serie A 2017
2017-10-18,29,Coritiba,Cruzeiro,1,0,Brasileirao Serie A 2017
2017-10-18,29,Fluminense,Sao Paulo,3,1,Brasileirao Serie A 2017
2017-10-19,29,Flamengo,Bahia,4,1,Brasileirao Serie A 2017
2017-10-19,29,Palmeiras,Ponte Preta,2,0,Brasileirao Serie A 2017
2017-10-19,29,Sport,Santos,1,1,Brasileirao Serie A 2017
2017-10-19,29,Vitoria,Athletico-PR,2,3,Brasileirao Serie A 2017
2017-10-21,30,Vasco,Coritiba,1,1,Brasileirao Serie A 2017
2017-10-22,30,Athletico-PR,Sport,2,1,Brasileirao Serie A 2017
2017-10-22,30,Bahia,Vitoria,2,1,Brasileirao Serie A 2017
2017-10-22,30,Chapecoense,Fluminense,2,0,Brasileirao Serie A 2017
2017-10-22,30,Cruzeiro,Atletico-MG,1,3,Brasileirao Serie A 2017
2017-10-22,30,Gremio,Palmeiras,1,3,Brasileirao Serie A 2017
2017-10-22,30,Ponte Preta,Avai,1,2,Brasileirao Serie A 2017
2017-10-22,30,Santos,Atletico-GO,1,0,Brasileirao Serie A 2017
2017-10-22,30,Sao Paulo,Flamengo,2,0,Brasileirao Serie A 2017
2017-10-23,30,Botafogo-RJ,Corinthians,2,1,Brasileirao Serie A 2017
2017-10-28,31,Athletico-PR,Chapecoense,0,0,Brasileirao Serie A 2017
2017-10-28,31,Flamengo,Vasco,0,0,Brasileirao Serie A 2017
2017-10-28,31,Sao Paulo,Santos,2,1,Brasileirao Serie A 2017
2017-10-29,31,Atletico-MG,Botafogo-RJ,0,0,Brasileirao Serie A 2017
2017-10-29,31,Avai,Gremio,2,2,Brasileirao Serie A 2017
2017-10-29,31,Fluminense,Bahia,1,1,Brasileirao Serie A 2017
2017-10-29,31,Ponte Preta,Corinthians,1,0,Brasileirao Serie A 2017
2017-10-29,31,Sport,Coritiba,3,4,Brasileirao Serie A 2017
2017-10-29,31,Vitoria,Atletico-GO,1,1,Brasileirao Serie A 2017
2017-10-30,31,Palmeiras,Cruzeiro,2,2,Brasileirao Serie A 2017
2017-11-04,32,Atletico-GO,Sao Paulo,0,1,Brasileirao Serie A 2017
2017-11-04,32,Botafogo-RJ,Fluminense,1,2,Brasileirao Serie A 2017
2017-11-04,32,Coritiba,Avai,4,0,Brasileirao Serie A 2017
2017-11-04,32,Santos,Atletico-MG,3,1,Brasileirao Serie A 2017
2017-11-05,32,Bahia,Ponte Preta,2,0,Brasileirao Serie A 2017
2017-11-05,32,Chapecoense,Sport,1,1,Brasileirao Serie A 2017
2017-11-05,32,Corinthians,Palmeiras,3,2,Brasileirao Serie A 2017
2017-11-05,32,Cruzeiro,Athletico-PR,1,0,Brasileirao Serie A 2017
2017-11-05,32,Gremio,Flamengo,3,1,Brasileirao Serie A 2017
2017-11-05,32,Vasco,Vitoria,1,1,Brasileirao Serie A 2017
2017-11-08,33,Athletico-PR,Corinthians,0,1,Brasileirao Serie A 2017
2017-11-08,33,Avai,Bahia,1,2,Brasileirao Serie A 2017
2017-11-08,33,Flamengo,Cruzeiro,2,0,Brasileirao Serie A 2017
2017-11-08,33,Ponte Preta,Gremio,0,1,Brasileirao Serie A 2017
2017-11-08,33,Santos,Vasco,1,2,Brasileirao Serie A 2017
2017-11-08,33,Sport,Botafogo-RJ,1,2,Brasileirao Serie A 2017
2017-11-08,33,Vitoria,Palmeiras,3,1,Brasileirao Serie A 2017
2017-11-09,33,Atletico-MG,Atletico-GO,3,2,Brasileirao Serie A 2017
2017-11-09,33,Fluminense,Coritiba,2,2,Brasileirao Serie A 2017
2017-11-09,33,Sao Paulo,Chapecoense,2,2,Brasileirao Serie A 2017
2017-11-11,34,Botafogo-RJ,Athletico-PR,0,1,Brasileirao Serie A 2017
2017-11-11,34,Corinthians,Avai,1,0,Brasileirao Serie A 2017
2017-11-12,34,Atletico-GO,Sport,2,0,Brasileirao Serie A 2017
2017-11-12,34,Bahia,Atletico-MG,2,2,Brasileirao Serie A 2017
2017-11-12,34,Coritiba,Ponte Preta,1,1,Brasileirao Serie A 2017
2017-11-12,34,Cruzeiro,Fluminense,3,1,Brasileirao Serie A 2017
2017-11-12,34,Gremio,Vitoria,1,1,Brasileirao Serie A 2017
2017-11-12,34,Palmeiras,Flamengo,2,0,Brasileirao Serie A 2017
2017-11-12,34,Vasco,Sao Paulo,1,1,Brasileirao Serie A 2017
2017-11-13,34,Chapecoense,Santos,2,0,Brasileirao Serie A 2017
2017-11-15,35,Corinthians,Fluminense,3,1,Brasileirao Serie A 2017
2017-11-15,35,Cruzeiro,Avai,2,2,Brasileirao Serie A 2017
2017-11-15,35,Gremio,Sao Paulo,1,0,Brasileirao Serie A 2017
2017-11-15,35,Ponte Preta,Athletico-PR,2,1,Brasileirao Serie A 2017
2017-11-15,35,Vasco,Atletico-MG,1,1,Brasileirao Serie A 2017
2017-11-16,35,Bahia,Santos,3,1,Brasileirao Serie A 2017
2017-11-16,35,Botafogo-RJ,Atletico-GO,1,2,Brasileirao Serie A 2017
2017-11-16,35,Chapecoense,Vitoria,2,1,Brasileirao Serie A 2017
2017-11-16,35,Coritiba,Flamengo,1,0,Brasileirao Serie A 2017
2017-11-16,35,Palmeiras,Sport,5,1,Brasileirao Serie A 2017
2017-11-19,36,Athletico-PR,Vasco,3,1,Brasileirao Serie A 2017
2017-11-19,36,Atletico-GO,Chapecoense,1,1,Brasileirao Serie A 2017
2017-11-19,36,Atletico-MG,Coritiba,3,0,Brasileirao Serie A 2017
2017-11-19,36,Flamengo,Corinthians,3,0,Brasileirao Serie A 2017
2017-11-19,36,Santos,Gremio,1,0,Brasileirao Serie A 2017
2017-11-19,36,Sao Paulo,Botafogo-RJ,0,0,Brasileirao Serie A 2017
2017-11-19,36,Sport,Bahia,1,0,Brasileirao Serie A 2017
2017-11-19,36,Vitoria,Cruzeiro,1,1,Brasileirao Serie A 2017
2017-11-20,36,Avai,Palmeiras,2,1,Brasileirao Serie A 2017
2017-11-20,36,Fluminense,Ponte Preta,2,0,Brasileirao Serie A 2017
2017-11-25,37,Fluminense,Sport,1,2,Brasileirao Serie A 2017
2017-11-26,37,Avai,Athletico-PR,1,0,Brasileirao Serie A 2017
2017-11-26,37,Bahia,Chapecoense,0,1,Brasileirao Serie A 2017
2017-11-26,37,Corinthians,Atletico-MG,2,2,Brasileirao Serie A 2017
2017-11-26,37,Coritiba,Sao Paulo,1,2,Brasileirao Serie A 2017
2017-11-26,37,Cruzeiro,Vasco,0,1,Brasileirao Serie A 2017
2017-11-26,37,Flamengo,Santos,1,2,Brasileirao Serie A 2017
2017-11-26,37,Gremio,Atletico-GO,1,1,Brasileirao Serie A 2017
2017-11-26,37,Ponte Preta,Vitoria,2,3,Brasileirao Serie A 2017
2017-11-27,37,Palmeiras,Botafogo-RJ,2,0,Brasileirao Serie A 2017
2017-12-03,38,Athletico-PR,Palmeiras,3,0,Brasileirao Serie A 2017
2017-12-03,38,Atletico-GO,Fluminense,1,1,Brasileirao Serie A 2017
2017-12-03,38,Atletico-MG,Gremio,4,3,Brasileirao Serie A 2017
2017-12-03,38,Botafogo-RJ,Cruzeiro,2,2,Brasileirao Serie A 2017
2017-12-03,38,Chapecoense,Coritiba,2,1,Brasileirao Serie A 2017
2017-12-03,38,Santos,Avai,1,1,Brasileirao Serie A 2017
2017-12-03,38,Sao Paulo,Bahia,1,1,Brasileirao Serie A 2017
2017-12-03,38,Sport,Corinthians,1,0,Brasileirao Serie A 2017
2017-12-03,38,Vasco,Ponte Preta,2,1,Brasileirao Serie A 2017
2017-12-03,38,Vitoria,Flamengo,1,2,Brasileirao Serie A 2017
2018-04-14,1,Cruzeiro,Gremio,0,1,Brasileirao Serie A 2018
2018-04-14,1,Santos,Ceara,2,0,Brasileirao Serie A 2018
2018-04-14,1,Vitoria,Flamengo,2,2,Brasileirao Serie A 2018
2018-04-15,1,America-MG,Sport,3,0,Brasileirao Serie A 2018
2018-04-15,1,Athletico-PR,Chapecoense,5,1,Brasileirao Serie A 2018
2018-04-15,1,Corinthians,Fluminense,2,1,Brasileirao Serie A 2018
2018-04-15,1,Internacional,Bahia,2,0,Brasileirao Serie A 2018
2018-04-15,1,Vasco,Atletico-MG,2,1,Brasileirao Serie A 2018
2018-04-16,1,Botafogo-RJ,Palmeiras,1,1,Brasileirao Serie A 2018
2018-04-16,1,Sao Paulo,Parana,1,0,Brasileirao Serie A 2018
2018-04-21,2,Bahia,Santos,1,0,Brasileirao Serie A 2018
2018-04-21,2,Flamengo,America-MG,2,0,Brasileirao Serie A 2018
2018-04-22,2,Atletico-MG,Vitoria,2,1,Brasileirao Serie A 2018
2018-04-22,2,Ceara,Sao Paulo,0,0,Brasileirao Serie A 2018
2018-04-22,2,Chapecoense,Vasco,1,1,Brasileirao Serie A 2018
2018-04-22,2,Fluminense,Cruzeiro,1,0,Brasileirao Serie A 2018
2018-04-22,2,Gremio,Athletico-PR,0,0,Brasileirao Serie A 2018
2018-04-22,2,Palmeiras,Internacional,1,0,Brasileirao Serie A 2018
2018-04-22,2,Parana,Corinthians,0,4,Brasileirao Serie A 2018
2018-04-23,2,Sport,Botafogo-RJ,1,1,Brasileirao Serie A 2018
2018-04-28,3,Botafogo-RJ,Gremio,2,1,Brasileirao Serie A 2018
2018-04-29,3,Atletico-MG,Corinthians,1,0,Brasileirao Serie A 2018
2018-04-29,3,Bahia,Athletico-PR,0,0,Brasileirao Serie A 2018
2018-04-29,3,Ceara,Flamengo,0,3,Brasileirao Serie A 2018
2018-04-29,3,Fluminense,Sao Paulo,1,1,Brasileirao Serie A 2018
2018-04-29,3,Internacional,Cruzeiro,0,0,Brasileirao Serie A 2018
2018-04-29,3,Palmeiras,Chapecoense,0,0,Brasileirao Serie A 2018
2018-04-29,3,Parana,Sport,1,2,Brasileirao Serie A 2018
2018-04-30,3,America-MG,Vitoria,2,1,Brasileirao Serie A 2018
2018-05-05,4,Sao Paulo,Atletico-MG,2,2,Brasileirao Serie A 2018
2018-05-05,4,Vasco,America-MG,4,1,Brasileirao Serie A 2018
2018-05-06,4,Athletico-PR,Palmeiras,1,3,Brasileirao Serie A 2018
2018-05-06,4,Corinthians,Ceara,1,1,Brasileirao Serie A 2018
2018-05-06,4,Cruzeiro,Botafogo-RJ,1,0,Brasileirao Serie A 2018
2018-05-06,4,Flamengo,Internacional,2,0,Brasileirao Serie A 2018
2018-05-06,4,Gremio,Santos,5,1,Brasileirao Serie A 2018
2018-05-06,4,Sport,Bahia,2,0,Brasileirao Serie A 2018
2018-05-06,4,Vitoria,Fluminense,1,2,Brasileirao Serie A 2018
2018-05-07,4,Chapecoense,Parana,1,1,Brasileirao Serie A 2018
2018-05-12,5,Gremio,Internacional,0,0,Brasileirao Serie A 2018
2018-05-13,5,Athletico-PR,Atletico-MG,1,2,Brasileirao Serie A 2018
2018-05-13,5,Bahia,Sao Paulo,2,2,Brasileirao Serie A 2018
2018-05-13,5,Chapecoense,Flamengo,3,2,Brasileirao Serie A 2018
2018-05-13,5,Corinthians,Palmeiras,1,0,Brasileirao Serie A 2018
2018-05-13,5,Cruzeiro,Sport,2,0,Brasileirao Serie A 2018
2018-05-13,5,Santos,Parana,3,1,Brasileirao Serie A 2018
2018-05-13,5,Vasco,Vitoria,2,3,Brasileirao Serie A 2018
2018-05-14,5,Botafogo-RJ,Fluminense,2,1,Brasileirao Serie A 2018
2018-05-14,5,Ceara,America-MG,2,2,Brasileirao Serie A 2018
2018-05-19,6,Atletico-MG,Cruzeiro,1,0,Brasileirao Serie A 2018
2018-05-19,6,Flamengo,Vasco,1,1,Brasileirao Serie A 2018
2018-05-19,6,Palmeiras,Bahia,3,0,Brasileirao Serie A 2018
2018-05-20,6,America-MG,Botafogo-RJ,1,0,Brasileirao Serie A 2018
2018-05-20,6,Fluminense,Athletico-PR,2,0,Brasileirao Serie A 2018
2018-05-20,6,Parana,Gremio,0,0,Brasileirao Serie A 2018
2018-05-20,6,Sao Paulo,Santos,1,0,Brasileirao Serie A 2018
2018-05-20,6,Sport,Corinthians,1,1,Brasileirao Serie A 2018
2018-05-20,6,Vitoria,Ceara,2,1,Brasileirao Serie A 2018
2018-05-21,6,Internacional,Chapecoense,3,0,Brasileirao Serie A 2018
2018-05-26,7,Atletico-MG,Flamengo,0,1,Brasileirao Serie A 2018
2018-05-26,7,Fluminense,Chapecoense,3,1,Brasileirao Serie A 2018
2018-05-26,7,Palmeiras,Sport,2,3,Brasileirao Serie A 2018
2018-05-27,7,America-MG,Sao Paulo,1,3,Brasileirao Serie A 2018
2018-05-27,7,Bahia,Vasco,3,0,Brasileirao Serie A 2018
2018-05-27,7,Botafogo-RJ,Vitoria,1,1,Brasileirao Serie A 2018
2018-05-27,7,Ceara,Gremio,0,1,Brasileirao Serie A 2018
2018-05-27,7,Internacional,Corinthians,2,1,Brasileirao Serie A 2018
2018-05-27,7,Parana,Athletico-PR,0,0,Brasileirao Serie A 2018
2018-05-27,7,Santos,Cruzeiro,0,1,Brasileirao Serie A 2018
2018-05-30,8,Chapecoense,Ceara,2,0,Brasileirao Serie A 2018
2018-05-30,8,Cruzeiro,Palmeiras,1,0,Brasileirao Serie A 2018
2018-05-30,8,Gremio,Fluminense,0,0,Brasileirao Serie A 2018
2018-05-30,8,Sao Paulo,Botafogo-RJ,3,2,Brasileirao Serie A 2018
2018-05-30,8,Sport,Atletico-MG,3,2,Brasileirao Serie A 2018
2018-05-30,8,Vasco,Parana,1,0,Brasileirao Serie A 2018
2018-05-30,8,Vitoria,Internacional,2,3,Brasileirao Serie A 2018
2018-05-31,8,Athletico-PR,Santos,2,0,Brasileirao Serie A 2018
2018-05-31,8,Corinthians,America-MG,1,0,Brasileirao Serie A 2018
2018-05-31,8,Flamengo,Bahia,2,0,Brasileirao Serie A 2018
2018-06-02,9,Atletico-MG,Chapecoense,3,3,Brasileirao Serie A 2018
2018-06-02,9,Internacional,Sport,0,0,Brasileirao Serie A 2018
2018-06-02,9,Palmeiras,Sao Paulo,3,1,Brasileirao Serie A 2018
2018-06-02,9,Vasco,Botafogo-RJ,1,2,Brasileirao Serie A 2018
2018-06-03,9,America-MG,Athletico-PR,3,1,Brasileirao Serie A 2018
2018-06-03,9,Bahia,Gremio,0,2,Brasileirao Serie A 2018
2018-06-03,9,Ceara,Cruzeiro,0,1,Brasileirao Serie A 2018
2018-06-03,9,Flamengo,Corinthians,1,0,Brasileirao Serie A 2018
2018-06-03,9,Santos,Vitoria,5,2,Brasileirao Serie A 2018
2018-06-04,9,Parana,Fluminense,2,1,Brasileirao Serie A 2018
2018-06-05,10,Sao Paulo,Internacional,0,0,Brasileirao Serie A 2018
2018-06-06,10,Botafogo-RJ,Ceara,0,0,Brasileirao Serie A 2018
2018-06-06,10,Corinthians,Santos,1,1,Brasileirao Serie A 2018
2018-06-06,10,Cruzeiro,Vasco,1,1,Brasileirao Serie A 2018
2018-06-06,10,Gremio,Palmeiras,0,2,Brasileirao Serie A 2018
2018-06-06,10,Sport,Athletico-PR,1,0,Brasileirao Serie A 2018
2018-06-06,10,Vitoria,Chapecoense,1,0,Brasileirao Serie A 2018
2018-06-07,10,America-MG,Atletico-MG,1,3,Brasileirao Serie A 2018
2018-06-07,10,Fluminense,Flamengo,0,2,Brasileirao Serie A 2018
2018-06-07,10,Parana,Bahia,1,0,Brasileirao Serie A 2018
2018-06-09,11,Athletico-PR,Sao Paulo,0,1,Brasileirao Serie A 2018
2018-06-09,11,Chapecoense,Cruzeiro,2,0,Brasileirao Serie A 2018
2018-06-09,11,Corinthians,Vitoria,0,0,Brasileirao Serie A 2018
2018-06-09,11,Vasco,Sport,3,2,Brasileirao Serie A 2018
2018-06-10,11,Atletico-MG,Fluminense,5,2,Brasileirao Serie A 2018
2018-06-10,11,Bahia,Botafogo-RJ,3,3,Brasileirao Serie A 2018
2018-06-10,11,Ceara,Palmeiras,2,2,Brasileirao Serie A 2018
2018-06-10,11,Flamengo,Parana,2,0,Brasileirao Serie A 2018
2018-06-10,11,Gremio,America-MG,1,0,Brasileirao Serie A 2018
2018-06-10,11,Santos,Internacional,1,2,Brasileirao Serie A 2018
2018-06-12,12,Sao Paulo,Vitoria,3,0,Brasileirao Serie A 2018
2018-06-13,12,America-MG,Chapecoense,0,0,Brasileirao Serie A 2018
2018-06-13,12,Atletico-MG,Ceara,2,1,Brasileirao Serie A 2018
2018-06-13,12,Bahia,Corinthians,1,0,Brasileirao Serie A 2018
2018-06-13,12,Botafogo-RJ,Athletico-PR,2,0,Brasileirao Serie A 2018
2018-06-13,12,Fluminense,Santos,0,1,Brasileirao Serie A 2018
2018-06-13,12,Internacional,Vasco,3,1,Brasileirao Serie A 2018
2018-06-13,12,Palmeiras,Flamengo,1,1,Brasileirao Serie A 2018
2018-06-13,12,Parana,Cruzeiro,1,1,Brasileirao Serie A 2018
2018-06-13,12,Sport,Gremio,0,0,Brasileirao Serie A 2018
2018-07-18,13,Ceara,Sport,1,0,Brasileirao Serie A 2018
2018-07-18,13,Corinthians,Botafogo-RJ,2,0,Brasileirao Serie A 2018
2018-07-18,13,Flamengo,Sao Paulo,0,1,Brasileirao Serie A 2018
2018-07-18,13,Gremio,Atletico-MG,2,0,Brasileirao Serie A 2018
2018-07-18,13,Vitoria,Parana,1,0,Brasileirao Serie A 2018
2018-07-19,13,Athletico-PR,Internacional,2,2,Brasileirao Serie A 2018
2018-07-19,13,Chapecoense,Bahia,1,1,Brasileirao Serie A 2018
2018-07-19,13,Cruzeiro,America-MG,3,1,Brasileirao Serie A 2018
2018-07-19,13,Santos,Palmeiras,1,1,Brasileirao Serie A 2018
2018-07-19,13,Vasco,Fluminense,1,1,Brasileirao Serie A 2018
2018-07-21,14,Flamengo,Botafogo-RJ,2,0,Brasileirao Serie A 2018
2018-07-21,14,Sao Paulo,Corinthians,3,1,Brasileirao Serie A 2018
2018-07-22,14,Bahia,Vitoria,4,1,Brasileirao Serie A 2018
2018-07-22,14,Chapecoense,Santos,0,0,Brasileirao Serie A 2018
2018-07-22,14,Cruzeiro,Athletico-PR,2,1,Brasileirao Serie A 2018
2018-07-22,14,Palmeiras,Atletico-MG,3,2,Brasileirao Serie A 2018
2018-07-22,14,Parana,America-MG,1,0,Brasileirao Serie A 2018
2018-07-22,14,Sport,Fluminense,1,2,Brasileirao Serie A 2018
2018-07-22,14,Vasco,Gremio,1,0,Brasileirao Serie A 2018
2018-07-23,14,Internacional,Ceara,1,0,Brasileirao Serie A 2018
2018-07-25,15,Atletico-MG,Parana,2,0,Brasileirao Serie A 2018
2018-07-25,15,Corinthians,Cruzeiro,2,0,Brasileirao Serie A 2018
2018-07-25,15,Fluminense,Palmeiras,1,0,Brasileirao Serie A 2018
2018-07-25,15,Santos,Flamengo,1,1,Brasileirao Serie A 2018
2018-07-26,15,America-MG,Internacional,2,1,Brasileirao Serie A 2018
2018-07-26,15,Botafogo-RJ,Chapecoense,1,0,Brasileirao Serie A 2018
2018-07-26,15,Gremio,Sao Paulo,2,1,Brasileirao Serie A 2018
2018-07-26,15,Vitoria,Sport,1,0,Brasileirao Serie A 2018
2018-07-28,16,Ceara,Fluminense,1,0,Brasileirao Serie A 2018
2018-07-29,16,Athletico-PR,Vitoria,4,0,Brasileirao Serie A 2018
2018-07-29,16,Chapecoense,Gremio,1,1,Brasileirao Serie A 2018
2018-07-29,16,Cruzeiro,Sao Paulo,0,2,Brasileirao Serie A 2018
2018-07-29,16,Flamengo,Sport,4,1,Brasileirao Serie A 2018
2018-07-29,16,Internacional,Botafogo-RJ,3,0,Brasileirao Serie A 2018
2018-07-29,16,Palmeiras,Parana,3,0,Brasileirao Serie A 2018
2018-07-29,16,Santos,America-MG,0,1,Brasileirao Serie A 2018
2018-07-29,16,Vasco,Corinthians,1,4,Brasileirao Serie A 2018
2018-07-30,16,Bahia,Atletico-MG,2,2,Brasileirao Serie A 2018
2018-08-04,17,Botafogo-RJ,Santos,0,0,Brasileirao Serie A 2018
